index,EquipmentId,OrganizationId,ClassificationID,EquipmentName,VIN,LicensePlate,AgencyId,DOTId,FundedByDOT,FundingProgramId,GrantIdPrimary,OtherGrantPrimary,GrantIdSecondary,OtherGrantSecondary,DOTContractId,OtherDOTContract,UPIN,Quantity,AverageCostPerUnit,TotalCost,FederalShare,FederalSharePercent,StateShare,StateSharePercent,LocalShare,LocalSharePercent,TDCShare,TDCSharePercent,DOTCapitalResponsibility,OrganizationCapitalResponsibility,OtherCapitalResponsibility,OtherCapitalResponsibilityOrg,EquipmentClassID,EquipmentTypeID,EquipmentTypeOther,Manufacturer,Model,EquipmentYear,SerialNumber,EquipmentStatusId,ImprovementTypeId,CurrentCondition,CurrentConditionDate,ConditionRatingId,CurrentMileage,CurrentMileageDate,YearOfRenewal,RenewalTypeId,PurchaseOrderNumber,PurchaseOrderDate,Vendor,ReceivedDate,LastInspectionDate,NextInspectionDate,VehicleLocationStreet,VehicleLocationCity,VehicleLocationState,InServiceDate,AverageEstimatedServiceYearsWhenNew,UsefulLifeYearsRemaining,OutOfServiceDate,IsDOTLienHolder,IsTitleOnFileWithDOT,TitleNumber,RegistrationNumber,Comments,DispositionDate,sys_ModifiedUserId
100,111,3738,1,Transit Connect,NM0LS7BN3DT140196,1407490,,,False,,,,,,,,,,,38000.00,,,,,38000.00,100.00,,,,,,,1,1,,FORD,TRANSIT CONNECT,2013,,1,,,,,93109,9/1/2018 12:00:00 AM,,,,,,,,,,,,,8,5,,False,,,,,,2049
101,112,3738,1,Shop Truck (CNG),1FT7X2B63CEB84347,1387021,,,False,,,,,,,,,,,42000.00,,,,,42000.00,100.00,,,,,,,1,2,,FORD,F-250,2012,,1,,,,,98671,9/1/2018 12:00:00 AM,,,,,,,,,,,,,14,6,,False,False,,,,,2049
102,113,3738,1,Maint Truck,1FTYR10U24PA91187,1203097,,,False,,,,,,,,,,,24000.00,,,,,24000.00,100.00,,,,,,,1,2,,FORD,RANGER,2004,,1,,,,,203956,9/1/2018 12:00:00 AM,,,,,,,,,,,,,14,14,,False,False,,,,,2049
103,114,3738,1,Supervisor Van,2D4RN4DE1AR455049,1358594,,,False,,,,,,,,,,,32000.00,,,,,32000.00,100.00,,,,,,,1,1,,DODGE,BRAUN,2011,,1,,,,,86126,9/1/2018 12:00:00 AM,,,,,,,,,,,,,8,,,False,False,,,,,2049
104,115,3738,1,CMAX,1FADP5AU0DL535142,1435278,,,False,,,,,,,,,,,28000.00,,,,,28000.00,100.00,,,,,,,1,1,,FORD,CMAX,2013,,1,,,,,33412,9/1/2018 12:00:00 AM,,,,,,,,,,,,,8,,,False,False,,,,,2049
105,116,3738,1,Civic Hybrid,JHMES96605SO14801,1212855,,,False,,,,,,,,,,,22000.00,,,,,22000.00,100.00,,,,,,,1,1,,HONDA,CIVIC,2005,,1,,,,,161361,9/1/2018 12:00:00 AM,,,,,,,,,,,,,8,,,False,False,,,,,2049
106,117,3733,1,Mechanic's Pickup Truck,1FTBF2A65BEC95737,,906,,False,,,,,,,,,1,,,,,,,,,,,,,,,1,2,,Ford,F-150,2018,,1,2,5.0,11/18/2019 12:00:00 AM,1,,,,,,,Ford,,,,,,,,14,1,,False,,,,,,2924
107,118,3727,1,CNG Service Truck,1FDUF4GY0EEB67418,1332152,#186,,False,,,,,,,,,1,75000.00,75000.00,,,,,75000.00,100.00,,,,100.00,,,1,2,,Ford,F-450,2014,,1,,3.5,11/19/2019 12:00:00 AM,2,59103,8/1/2019 12:00:00 AM,,,,,,,,,,,,,14,5,,False,False,,,,,2117
108,119,3727,1,CNG Service Truck,1FDUF4GY12EEB67419,1332151,#187,,False,,,,,,,,,1,75000.00,75000.00,,,,,75000.00,100.00,,,,100.00,,,1,2,,Ford,F-450,2014,,1,,3.5,11/19/2019 12:00:00 AM,2,97754,8/1/2019 12:00:00 AM,,,,,,,,,,,,,14,5,,False,False,,,,,2117
109,120,3727,1,Big Tex Trailer,16VNX1620J2006889,1317318, ,,False,,,,,,,,,1,5500.00,5500.00,,,,,5500.00,100.00,,,,100.00,,,1,2,Trailer,"Big Tex Trailer Manufacturing, Inc.",,2018,,1,,4.5,11/19/2019 12:00:00 AM,1,,,,,,,,,,,,,,,14,,,False,False,,,,,2117
110,121,3728,1,M027,JA4AS2AWXAZ016937,,M00027,,False,,,,,,,,,1,,20980.00,,,,,,,,,,,100.00,,1,1,,Mitsubishi,Outlander,2010,,1,1,4.0,2/28/2019 12:00:00 AM,2,,,,,,,,,,,2700 M St ,Bakersfield CA 93301,CA,,8,,,False,False,,,,,2664
111,122,3744,1,R342,1FMCU49H48KC65310,E1297336,R342,,False,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,Ford,Escape Hybrid,2008,,1,,,,,,,,,,,,,,,,,,,8,11,,False,,,,,,2908
112,123,3749,1,Suburban Staff Car,1GNFK16T04J202937,5JOP127,101,,False,,,,,,,,,1,,,,,,,,,,,,,,,1,2,,Chevrolet,Suburban 4x4,2004,,1,2,3.0,4/24/2019 12:00:00 AM,4,137009,11/6/2019 12:00:00 AM,2020,2,,,,,11/6/2019 12:00:00 AM,,11400 American Legion Dr.,JACKSON,CA,5/1/2004 12:00:00 AM,14,15,,False,False,,,,,2299
113,124,3749,1,Service Truck, 1FDUF4HT2FEA23793 ,1448821,102,,True,,,,,,,,,1,,99938.00,99938.00,100.00,,,,,,,,,,,1,2,,Ford,F450,2015,,1,1,4.6,11/22/2019 12:00:00 AM,2,19843,11/7/2019 12:00:00 AM,,,,,,,11/7/2019 12:00:00 AM,,11400 American Legion Dr.,JACKSON,CA,5/15/2015 12:00:00 AM,14,4,,False,False,,,,,2299
114,125,3749,1,Facilities Pick Up Truck,1FTYR14U8WPB59103,1356264,103,,False,,,,,,,,,1,,,,,,,,,,,,,,,1,2,,Ford,Ranger,1998,,1,2,3.0,11/22/2019 12:00:00 AM,4,100938,10/31/2019 12:00:00 AM,,,,,,,10/21/2019 12:00:00 AM,,11400 American Legion Dr.,JACKSON,CA,4/15/2015 12:00:00 AM,14,21,,False,False,,,,,2299
115,126,3787,1,20,1FMCU96DXHUA95083,,,,True,27,,,,,,,,,,,,,,,,,,,,,,,1,2,,Ford,Escape,2017,,1,1,5.0,,1,,,,,,,,,,,,,,,14,,,False,,,,,,2148
116,130,3786,1,VEHICLE 1009,1FAFP52U41G207511,,1009,,False,,,,,,,,,,,,,,,,,,,,,,,,1,1,,Ford,Taurus,2001,,1,,,,,,,,,,,,,,,,,,,8,,,False,False,,,,,2935
117,131,3786,1,VEHICLE 1189,1FAFP53U31G164021,,1189,,False,,,,,,,,,,,,,,,,,,,,,,,,1,1,,FORD,TAURUS,2001,,1,,,,,,,,,,,,,,,,,,,8,,,False,False,,,,,2935
118,132,3786,1,VEHICLE 3002,36703,,3002,,False,,,,,,,,,,,,,,,,,,,,,,,,1,2,,CHEV,4X4 1 TON FLATBEED,1988,,1,,,,,,,,,,,,,,,,,,,14,,,False,False,,,,,2935
119,133,3786,1,VEHICLE 1174,1FAFP53U6XG187527,,1174,,False,,,,,,,,,,,,,,,,,,,,,,,,1,1,,FORD,TAURUS,1999,,2,,,,,,,,,,,,,,,,,,,8,,,False,False,,,,,2935
120,134,3786,1,VEHICLE 3004,1FMEVT3E87UA82889,,3004,,False,,,,,,,,,,,,,,,,,,,,,,,,1,1,,FORD,EXPLORER,2007,,1,,,,,,,,,,,,,,,,,,,8,,,False,False,,,,,2935
121,135,3786,1,VEHICLE 4034,2FTHF26H1RCA35291,,4034,,False,,,,,,,,,,,,,,,,,,,,,,,,1,1,,FORD,F250,1994,,1,,,,,,,,,,,,,,,,,,,8,,,False,False,,,,,2935
122,136,3786,1,VEHICLE 1025,FAFP53U65A232885,,1025,,False,,,,,,,,,,,,,,,,,,,,,,,,1,1,,FORD,TAURUS,2004,,1,,4.0,5/1/2019 12:00:00 AM,2,,,,,,,,,,,,,,,8,,,False,False,,,,,2935
123,137,3786,2,COMMUNICATION - RADIOS,,,RADIOS,,False,,,,,,,,,,,,,,,,,,,,,,,,3,6,,MOTOROLA,,2011,,1,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,2935
124,138,3786,2,FAREBOX EQUIPMENT,,,FAREBOS,,False,,,,,,,,,,,,,,,,,,,,,,,,2,4,,ODYSSEY,,2010,,1,,4.0,,2,,,,,,,,,,,,,,,,,,False,False,,,,,2935
125,139,3786,2,COMPUTERS,,,COMPUTERS,,False,,,,,,,,,,,,,,,,,,,,,,,,3,7,,DELL,,2014,,1,,5.0,,1,,,,,,,,,,,,,,,,,,False,False,,,,,2935
126,140,3786,2,SECURITY,,,SECURITY,,False,,,,,,,,,,,,,,,,,,,,,,,,3,8,,APOLLO VIDEO,,2015,,1,,4.0,,2,,,,,,,,,,,,,,,,,,False,False,,,,,2935
127,147,3743,2,Fare Boxes,,,,,False,,,,,,,,,4,,5505.00,,,,,,,,,,,,,2,4,,Diamond XV Farebox,Diamond,2018,,1,,,,,,,,,,,,,,,,,,7/1/2018 12:00:00 AM,,,7/1/2023 12:00:00 AM,False,False,,,,,2941
128,148,3743,2,Security Cameras,,,,,False,,,,,,,,,16,,26245.00,,,,,,,,,,,,,4,16,,Ni815 Camera,Ni815,2018,,1,,,,,,,,,,,,,,,,,,7/1/2018 12:00:00 AM,,,7/1/2023 12:00:00 AM,False,False,,,,,2941
129,149,4153,1,Service Truck ,1FDRF3G6XGEB97057,1492973,Truck,,False,,0,PTMISEA ,,,,,,1,,,,,,,,,,,,,,,1,2,,Ford,,2016,,1,,,,,588,11/20/2019 12:00:00 AM,,,,,,,,,,,,,14,,,False,,,,,,2352
130,150,3739,1,2008 Dodge Durango-Crestline,1D8HB38N98F145207,1202882,55,,False,,,,,,,,,1,23486.00,23486.00,,,,,,,,,,,,,1,1,,Dodge,Durango 4X4,2008,,1,,,,,82499,6/30/2019 12:00:00 AM,,,,,Hobblitt Dodge,4/28/2008 12:00:00 AM,,,621 Forest Shade Road,Crestline,CA,4/28/2008 12:00:00 AM,8,11,,False,False,,,,,2047
131,151,3739,1,2009 Chevrolet Silverado-Crestline,,,,,False,,,,,,,,,2,21870.00,43740.00,,,,,,,,,,,,,1,2,,Chevrolet,Silverado 4X4 Pickup Truck,2009,,1,,,,,,,,,,,Coalinga Motors,8/27/2009 12:00:00 AM,,,621 Forest Shade Road,Crestline,CA,9/17/2009 12:00:00 AM,14,,,False,False,,,,,2047
132,152,3739,1,2016 Chevrolet Silverado-BBL,1GCVKNEC7GZ390794,1519060,58,,False,,,,,,,,,1,26701.00,26701.00,,,,,,,,,,,,,1,2,,Chevrolet,Silverado,2016,,1,,,,,23686,6/30/2019 12:00:00 AM,,,5897,,Coalinga Motors,9/2/2016 12:00:00 AM,,,41939 Fox Farm Road,Big Bear Lake,CA,9/2/2016 12:00:00 AM,14,3,,False,False,,,,,2047
133,153,3739,1,2016 Chevrolet Silverado-Crestline,1GCVKNECXGZ390708,1519061,59,,False,,,,,,,,,1,26701.00,26701.00,,,,,,,,,,,,,1,2,,Chevrolet,Silverado,2016,,1,,,,,24101,6/30/2019 12:00:00 AM,,,5896,,Coalinga Motors,9/2/2016 12:00:00 AM,,,621 Forest Shade Road,Crestline,CA,9/2/2016 12:00:00 AM,14,3,,False,False,,,,,2047
134,154,3739,1,2018 Ford Explorer-Crestline,1FM5K8BH9JGA73373,1543654,60,,False,,,,,,,,,1,34521.00,34521.00,,,,,,,,,,,,,1,1,,Ford,Explorer,2018,,1,,,,,25052,6/30/2019 12:00:00 AM,,,,,Elk Grove Ford,2/7/2018 12:00:00 AM,,,621 Forest Shade Road,Crestline,CA,2/8/2018 12:00:00 AM,8,1,,False,False,,,,,2047
135,155,3739,1,2018 Ford Explorer-BBL,1FM5K8BH0JGA73374,1543655,61,,False,,,,,,,,,1,34521.00,34521.00,,,,,,,,,,,,,1,1,,Ford,Explorer,2018,,1,,,,,11722,6/30/2019 12:00:00 AM,,,,,Elk Grove Ford,2/7/2018 12:00:00 AM,,,41939 Fox Farm Road,Big Bear Lake,CA,2/8/2018 12:00:00 AM,8,1,,False,False,,,,,2047
136,156,3742,1,2010 Dodge Caravan,,,"1001S, 1003, 1004,1005, 1007",,False,,,,,,,,,5,,,,,,,,,,,,100.00,,,1,1,,Chrysler Corp,Grand Caravan,2010,,1,,,,2,282821,11/20/2019 12:00:00 AM,,,,,,,,,,,,2/26/2011 12:00:00 AM,8,9,,False,,,,,,2313
137,157,3742,1,2005 Ford Escape,,,"903, 904",,False,,,,,,,,,2,28605.00,,,,,,,,,,,100.00,,,1,2,,Ford,Escape,2005,,1,,,,2,,,,,,,,,,,,,,1/1/2005 12:00:00 AM,14,,,False,,,,,,2313
138,158,3742,1,2007 Ford F-150,1FTVX12517KD42166,1285309,908,,False,,,,,,,,,1,,,,,,,,,,,,100.00,,,1,2,,Ford Motor Co.,F-150,2007,,1,,,,2,146075,11/19/2019 12:00:00 AM,,,,,,,,,,,,11/12/2007 12:00:00 AM,14,12,,False,,,,,,2313
139,159,3742,1,2008 Ford Escape,,,"909, 910",,False,,,,,,,,,2,,,,,,,,,,,,100.00,,,1,2,,Ford Motor Co.,Escape,2008,,1,,,,2,,,,,,,,,,,,,,3/5/2008 12:00:00 AM,14,,,False,,,,,,2313
140,160,3742,1,2011 Ford Flex,2FMHK6CC9BBD32831,1370784,912,,False,,,,,,,,,1,,,,,,,,,,,,100.00,,,1,2,,Ford Motor Co.,Flex,2011,,1,,,,2,148054,11/11/2019 12:00:00 AM,,,,,,,,,,,,5/1/2011 12:00:00 AM,14,8,,False,,,,,,2313
141,161,3742,1,2011 Honda Civic,,,"915, 916, 917, 918",,False,,,,,,,,,4,26788.00,,,,,,,,,,,100.00,,,1,1,,Honda,Civic,2011,,1,,,,2,,,,,,,,,,,,,,6/3/2011 12:00:00 AM,8,,,False,,,,,,2313
142,162,3742,1,2012 Ford Escape,,,"913, 914",,False,,,,,,,,,2,33635.00,,,,,,,,,,,100.00,,,1,2,,Ford Motor Co.,Escape,2012,,1,,,,2,,,,,,,,,,,,,,7/22/2011 12:00:00 AM,14,,,False,,,,,,2313
143,163,3742,1,2012 Ford Flex,2FMHK6CC9CBD11690,1368899,919,,False,,,,,,,,,1,33785.00,,,,,,,,,,,100.00,,,1,2,,Ford Motor Co.,Flex,2012,,1,,,,2,174254,11/18/2019 12:00:00 AM,,,,,,,,,,,,12/8/2011 12:00:00 AM,14,7,,False,,,,,,2313
144,164,3742,1,2013 Honda Civic,,,"920, 921, 922",,False,,,,,,,,,3,27535.00,,,,,,,,,,,100.00,,,1,1,,Honda,Civic,2013,,1,,,,2,,,,,,,,,,,,,,12/5/2013 12:00:00 AM,8,,,False,,,,,,2313
145,165,3742,1,2014 Ford F-150,1FTEX1CM8EKD6224,1393463,923,,False,,,,,,,,,1,21053.00,,,,,,,,,,,100.00,,,1,2,,Ford Motor Co.,F-150,2014,,1,,,,2,73813,11/18/2019 12:00:00 AM,,,,,,,,,,,,3/1/2014 12:00:00 AM,14,5,,False,,,,,,2313
146,166,3742,1,2016 Ford Flex,2FMHK6DT7GBA14275,1491273,925,,False,,,,,,,,,1,41512.00,,,,,,,,,,,100.00,,,1,2,,Ford Motor Co.,Flex,2016,,1,,,,2,75745,11/17/2019 12:00:00 AM,,,,,,,,,,,,8/4/2016 12:00:00 AM,14,3,,False,,,,,,2313
147,167,3742,1,2016 Ford Focus,,,"926, 927",,False,,,,,,,,,2,32010.00,,,,,,,,,,,100.00,,,1,1,,Ford Motor Co.,Focus,2016,,1,,,,2,,,,,,,,,,,,,,9/26/2016 12:00:00 AM,8,,,False,,,,,,2313
148,168,3742,1,2016 Nissan Leaf,,,"928, 929",,False,,,,,,,,,2,27818.00,,,,,,,,,,,100.00,,,1,1,,Nissan,Leaf,2016,,1,,,,2,,,,,,,,,,,,,,11/23/2016 12:00:00 AM,8,,,False,,,,,,2313
149,169,3742,1,2017 Nissan Leaf,,,"930, 931",,False,,,,,,,,,2,27818.00,,,,,,,,,,,100.00,,,1,1,,Nissan,Leaf,2017,,1,,,,2,,,,,,,,,,,,,,,8,,1/11/2017 12:00:00 AM,False,,,,,,2313
150,170,3742,1,2018 Ford Explorer,,,"932, 933, 934, 935",,False,,,,,,,,,4,35291.00,,,,,,,,,,,100.00,,,1,2,,Ford Motor Co.,Explorer,2018,,1,,,,2,,,,,,,,,,,,,,3/23/2018 12:00:00 AM,14,,,False,,,,,,2313
151,171,3742,1,2014 Polaris GEM,52CG4SGA2E0010365,1438461,924,,False,,,,,,,,,1,14811.00,,,,,,,,,,,100.00,,,1,1,,Polaris,Gem,2014,,1,,,,2,103,10/13/2019 12:00:00 AM,,,,,,,,,,,,4/16/2014 12:00:00 AM,8,,,False,,,,,,2313
152,172,3705,1,RS16-1,2C7WDGBG1FR703531,1473815,RS16-1,,True,26,,,,,,,,,,,,,,,,,,,,,,,1,2,,Dodge,,2016,,1,,,,,,,,,,,,,,,,,,,14,,,True,True,,,,,2686
153,173,3757,1,MV1 IVT,1FTYR10D12PA78749,1525377,IVT MV1,,False,,,,,,,,,,,,,,,,,,,,,,,,1,1,,MV1,,2017,,1,1,4.0,,2,,,,,,,,,,,,,,,8,,,False,,,,,,2315
154,174,3757,1,MV1 Access,57WMD2C62GM100102,1525375,Access MV1,,False,,,,,,,,,,,,,,,,,,,,,,,,1,1,,MV1,,2017,,1,1,4.0,,2,,,,,,,,,,,,,,,8,,,False,,,,,,2315
155,175,3757,1,MV1 Ride,57WMD2A67EM102069,1473627,Ride MV1,,False,,,,,,,,,,,,,,,,,,,,,,,,1,1,,MV1,,2015,,1,,,,,,,,,,,,,,,,,,,8,,,False,,,,,,2315
156,176,3757,1,MV1 Medtrans,57WMD2A62EM101962,1474523,Medtrans MV1,,False,,,,,,,,,,,,,,,,,,,,,,,,1,1,,MV1,,2016,,1,,,,,,,,,,,,,,,,,,,8,,,False,,,,,,2315
157,177,3663,1,815,1GCUYEED0KZ142219,,815,,False,,,,,,,,,,,,,,,,,,,,,,,,1,2,,CHEVY,SILVERADO,2019,,1,,5.0,1/28/2020 12:00:00 AM,1,5132,1/28/2020 12:00:00 AM,,,,,,,,,,,,8/6/2019 12:00:00 AM,14,1,,False,False,,,,,1700
